1290.00000000 0.10000000 0.98450198
1290.00000000 0.10000000 0.99171827
1290.00000000 0.10000000 0.89591909
1290.00000000 0.10000000 0.98812042
1290.00000000 0.10000000 0.91520486
1290.00000000 0.10000000 0.94187859
1290.00000000 0.10000000 0.95409660
1290.00000000 0.10000000 0.94712235
1290.00000000 0.10000000 0.96728405
1290.00000000 0.10000000 0.96613748
1290.00000000 0.10000000 0.99183533
1290.00000000 0.10000000 0.91528047
1290.00000000 0.10000000 0.95010902
1290.00000000 0.10000000 0.96092642
1290.00000000 0.10000000 0.99859752
1290.00000000 0.10000000 0.93450919
1290.00000000 0.10000000 0.98679866
1290.00000000 0.10000000 0.97174448
1290.00000000 0.10000000 0.96703632
1290.00000000 0.10000000 0.94376560
1290.00000000 0.10000000 0.95119848
1290.00000000 0.10000000 0.96639777
1290.00000000 0.10000000 0.95933220
1290.00000000 0.07943282 0.98666247
440.00000000 0.06309573 0.93263681
440.00000000 0.03981072 0.95319892
440.00000000 0.02511886 0.97735498
440.00000000 0.01584893 0.94907700
440.00000000 0.01000000 0.99493724
228.00000000 0.01000000 0.92832363
440.00000000 0.01000000 0.99921831
228.00000000 0.01000000 0.95468214
440.00000000 0.01000000 0.99409352
228.00000000 0.01000000 0.99548720
440.00000000 0.01000000 0.99093915
228.00000000 0.01000000 0.95066263
440.00000000 0.01000000 0.99309108
228.00000000 0.01000000 0.99255102
440.00000000 0.01000000 0.97055193
440.00000000 0.01000000 0.98042198
1290.00000000 0.01000000 0.98342165
1290.00000000 0.01000000 0.96149916
1290.00000000 0.01000000 0.99276123
440.00000000 0.00630957 0.98890127
440.00000000 0.00398107 0.96030936
440.00000000 0.00251189 0.99347265
440.00000000 0.00158489 0.98582820
440.00000000 0.00100000 0.98582820
1290.00000000 0.00100000 0.99191766
1290.00000000 0.00100000 0.99071087
1290.00000000 0.00100000 0.97325232
1290.00000000 0.00100000 0.99116573
1290.00000000 0.00100000 0.93571755
1290.00000000 0.00100000 0.94857836
1290.00000000 0.00100000 0.92248609
1290.00000000 0.00100000 0.91721528
228.00000000 0.00100000 0.94976909
440.00000000 0.00100000 0.91453499
1290.00000000 0.00100000 0.93664688
228.00000000 0.00100000 0.95764168
440.00000000 0.00100000 0.99684410
228.00000000 0.00100000 0.99236108
440.00000000 0.00100000 0.96185834
1290.00000000 0.00100000 0.99258205
228.00000000 0.00100000 0.99035145
440.00000000 0.00100000 0.98321117
1290.00000000 0.00100000 0.90657042
228.00000000 0.00100000 0.95166133
440.00000000 0.00100000 0.95165802
440.00000000 0.00100000 0.98175815
1290.00000000 0.00100000 0.99459023
1290.00000000 0.00100000 0.96120177
1290.00000000 0.00100000 0.92597526
1290.00000000 0.00100000 0.91710520
1290.00000000 0.00100000 0.96690754
1290.00000000 0.00100000 0.99455861
1290.00000000 0.00100000 0.93932474
1290.00000000 0.00100000 0.93017911
1290.00000000 0.00100000 0.97516400
1290.00000000 0.00100000 0.96796482
1290.00000000 0.00100000 0.99633516
1290.00000000 0.00100000 0.96319936
1290.00000000 0.00100000 0.96384924
1290.00000000 0.00100000 0.94617396
1290.00000000 0.00100000 0.98885115
1290.00000000 0.00100000 0.92734766
1290.00000000 0.00100000 0.95221496
1290.00000000 0.00100000 0.96303780
1290.00000000 0.00100000 0.98750521
1290.00000000 0.00100000 0.97835277
1290.00000000 0.00100000 0.98316836
1290.00000000 0.00100000 0.96570543
1290.00000000 0.00100000 0.98043240
1290.00000000 0.00100000 0.94502450
1290.00000000 0.00100000 0.97136253
1290.00000000 0.00100000 0.92023879
1290.00000000 0.00100000 0.91051548
1290.00000000 0.00100000 0.95672928
1290.00000000 0.00100000 0.99081965
1290.00000000 0.00100000 0.97915746
1290.00000000 0.00100000 0.98033156
440.00000000 0.00031623 0.97941482
440.00000000 0.00010000 0.97498837
228.00000000 0.00010000 0.96293422
228.00000000 0.00010000 0.95764168
228.00000000 0.00010000 0.99236108
228.00000000 0.00010000 0.99035145
228.00000000 0.00010000 0.95166133
1290.00000000 0.00010000 0.98559425
1290.00000000 0.00010000 0.98205361
1290.00000000 0.00010000 0.97409764
440.00000000 0.00003162 0.97498837
440.00000000 0.00001000 0.97498837
1290.00000000 0.00001000 0.96273458
1290.00000000 0.00001000 0.98149557
1290.00000000 0.00001000 0.96868491
1290.00000000 0.00001000 0.95539727
1290.00000000 0.00001000 0.93432209
1290.00000000 0.00001000 0.96932779
1290.00000000 0.00001000 0.95538561
1290.00000000 0.00001000 0.93046629
1290.00000000 0.00001000 0.93746644
1290.00000000 0.00001000 0.93807769
1290.00000000 0.00001000 0.98467165
1290.00000000 0.00001000 0.89254448
1290.00000000 0.00001000 0.98910893
1290.00000000 0.00001000 0.98325251
1290.00000000 0.00001000 0.98677020
1290.00000000 0.00001000 0.92597526
1290.00000000 0.00001000 0.95279217
1290.00000000 0.00001000 0.90557803
1290.00000000 0.00001000 0.95333380
1290.00000000 0.00001000 0.99015318
1290.00000000 0.00001000 0.96694015
1290.00000000 0.00001000 0.99502123
1290.00000000 0.00001000 0.96568857
1290.00000000 0.00001000 0.98076037
1290.00000000 0.00001000 0.95891323
1290.00000000 0.00001000 0.98698154
1290.00000000 0.00001000 0.92863354
1290.00000000 0.00001000 0.92748951
1290.00000000 0.00001000 0.95153475
1290.00000000 0.00001000 0.96724041
1290.00000000 0.00001000 0.98559425
1290.00000000 0.00001000 0.98205361
1290.00000000 0.00001000 0.95052827
1290.00000000 0.00001000 0.97920974
1290.00000000 0.00001000 0.98062732
1290.00000000 0.00001000 0.95158525
1290.00000000 0.00001000 0.97425964
1290.00000000 0.00001000 0.97740530
1290.00000000 0.00001000 0.95403658
1290.00000000 0.00001000 0.99602668
1290.00000000 0.00001000 0.97345746
1290.00000000 0.00001000 0.98073217
1290.00000000 0.00001000 0.98946003
440.00000000 0.10000000 0.98819350
1290.00000000 0.10000000 0.97072546
1290.00000000 0.10000000 0.99574396
1290.00000000 0.10000000 0.95864748
1290.00000000 0.10000000 0.94230378
1290.00000000 0.10000000 0.96801404
1290.00000000 0.10000000 0.94818190
1290.00000000 0.10000000 0.99440949
1290.00000000 0.10000000 0.99308628
228.00000000 0.10000000 0.95474887
440.00000000 0.10000000 0.97663625
1290.00000000 0.10000000 0.95565916
228.00000000 0.10000000 0.96060895
440.00000000 0.10000000 0.97301134
1290.00000000 0.10000000 0.97740356
228.00000000 0.10000000 0.97779332
440.00000000 0.10000000 0.94234673
1290.00000000 0.10000000 0.98789755
228.00000000 0.10000000 0.96689488
440.00000000 0.10000000 0.99817231
1290.00000000 0.10000000 0.97827000
228.00000000 0.10000000 0.98817280
440.00000000 0.10000000 0.98522148
1290.00000000 0.10000000 0.97703786
440.00000000 0.10000000 0.96531927
1290.00000000 0.10000000 0.94566197
1290.00000000 0.10000000 0.96042642
1290.00000000 0.10000000 0.96516392
1290.00000000 0.10000000 0.93290797
1290.00000000 0.10000000 0.98894395
1290.00000000 0.10000000 0.96373294
1290.00000000 0.10000000 0.97948135
1290.00000000 0.10000000 0.93721506
1290.00000000 0.10000000 0.99210329
1290.00000000 0.10000000 0.92626965
1290.00000000 0.10000000 0.93122977
1290.00000000 0.10000000 0.97602724
1290.00000000 0.10000000 0.98450198
1290.00000000 0.10000000 0.99171827
1290.00000000 0.10000000 0.89591909
1290.00000000 0.10000000 0.98812042
1290.00000000 0.10000000 0.91520486
1290.00000000 0.10000000 0.94187859
1290.00000000 0.10000000 0.95409660
1290.00000000 0.10000000 0.94712235
1290.00000000 0.10000000 0.96728405
1290.00000000 0.10000000 0.96613748
1290.00000000 0.10000000 0.99183533
1290.00000000 0.10000000 0.91528047
1290.00000000 0.10000000 0.95010902
1290.00000000 0.10000000 0.96092642
1290.00000000 0.10000000 0.99859752
1290.00000000 0.10000000 0.93450919
1290.00000000 0.10000000 0.98679866
1290.00000000 0.10000000 0.97174448
1290.00000000 0.10000000 0.96703632
1290.00000000 0.10000000 0.94376560
1290.00000000 0.10000000 0.95119848
1290.00000000 0.10000000 0.96639777
1290.00000000 0.10000000 0.95933220
1290.00000000 0.07943282 0.98666247
440.00000000 0.06309573 0.93263681
440.00000000 0.03981072 0.95319892
440.00000000 0.02511886 0.97735498
440.00000000 0.01584893 0.94907700
440.00000000 0.01000000 0.99493724
228.00000000 0.01000000 0.92832363
440.00000000 0.01000000 0.99921831
228.00000000 0.01000000 0.95468214
440.00000000 0.01000000 0.99409352
228.00000000 0.01000000 0.99548720
440.00000000 0.01000000 0.99093915
228.00000000 0.01000000 0.95066263
440.00000000 0.01000000 0.99309108
228.00000000 0.01000000 0.99255102
440.00000000 0.01000000 0.97055193
440.00000000 0.01000000 0.98042198
1290.00000000 0.01000000 0.98342165
1290.00000000 0.01000000 0.96149916
1290.00000000 0.01000000 0.99276123
440.00000000 0.00630957 0.98890127
440.00000000 0.00398107 0.96030936
440.00000000 0.00251189 0.99347265
440.00000000 0.00158489 0.98582820
440.00000000 0.00100000 0.98582820
1290.00000000 0.00100000 0.99191766
1290.00000000 0.00100000 0.99071087
1290.00000000 0.00100000 0.97325232
1290.00000000 0.00100000 0.99116573
1290.00000000 0.00100000 0.93571755
1290.00000000 0.00100000 0.94857836
1290.00000000 0.00100000 0.92248609
1290.00000000 0.00100000 0.91721528
228.00000000 0.00100000 0.94976909
440.00000000 0.00100000 0.91453499
1290.00000000 0.00100000 0.93664688
228.00000000 0.00100000 0.95764168
440.00000000 0.00100000 0.99684410
228.00000000 0.00100000 0.99236108
440.00000000 0.00100000 0.96185834
1290.00000000 0.00100000 0.99258205
228.00000000 0.00100000 0.99035145
440.00000000 0.00100000 0.98321117
1290.00000000 0.00100000 0.90657042
228.00000000 0.00100000 0.95166133
440.00000000 0.00100000 0.95165802
440.00000000 0.00100000 0.98175815
1290.00000000 0.00100000 0.99459023
1290.00000000 0.00100000 0.96120177
1290.00000000 0.00100000 0.92597526
1290.00000000 0.00100000 0.91710520
1290.00000000 0.00100000 0.96690754
1290.00000000 0.00100000 0.99455861
1290.00000000 0.00100000 0.93932474
1290.00000000 0.00100000 0.93017911
1290.00000000 0.00100000 0.97516400
1290.00000000 0.00100000 0.96796482
1290.00000000 0.00100000 0.99633516
1290.00000000 0.00100000 0.96319936
1290.00000000 0.00100000 0.96384924
1290.00000000 0.00100000 0.94617396
1290.00000000 0.00100000 0.98885115
1290.00000000 0.00100000 0.92734766
1290.00000000 0.00100000 0.95221496
1290.00000000 0.00100000 0.96303780
1290.00000000 0.00100000 0.98750521
1290.00000000 0.00100000 0.97835277
1290.00000000 0.00100000 0.98316836
1290.00000000 0.00100000 0.96570543
1290.00000000 0.00100000 0.98043240
1290.00000000 0.00100000 0.94502450
1290.00000000 0.00100000 0.97136253
1290.00000000 0.00100000 0.92023879
1290.00000000 0.00100000 0.91051548
1290.00000000 0.00100000 0.95672928
1290.00000000 0.00100000 0.99081965
1290.00000000 0.00100000 0.97915746
1290.00000000 0.00100000 0.98033156
440.00000000 0.00031623 0.97941482
440.00000000 0.00010000 0.97498837
228.00000000 0.00010000 0.96293422
228.00000000 0.00010000 0.95764168
228.00000000 0.00010000 0.99236108
228.00000000 0.00010000 0.99035145
228.00000000 0.00010000 0.95166133
1290.00000000 0.00010000 0.98559425
1290.00000000 0.00010000 0.98205361
1290.00000000 0.00010000 0.97409764
440.00000000 0.00003162 0.97498837
440.00000000 0.00001000 0.97498837
1290.00000000 0.00001000 0.96273458
1290.00000000 0.00001000 0.98149557
1290.00000000 0.00001000 0.96868491
1290.00000000 0.00001000 0.95539727
1290.00000000 0.00001000 0.93432209
1290.00000000 0.00001000 0.96932779
1290.00000000 0.00001000 0.95538561
1290.00000000 0.00001000 0.93046629
1290.00000000 0.00001000 0.93746644
1290.00000000 0.00001000 0.93807769
1290.00000000 0.00001000 0.98467165
1290.00000000 0.00001000 0.89254448
1290.00000000 0.00001000 0.98910893
1290.00000000 0.00001000 0.98325251
1290.00000000 0.00001000 0.98677020
1290.00000000 0.00001000 0.92597526
1290.00000000 0.00001000 0.95279217
1290.00000000 0.00001000 0.90557803
1290.00000000 0.00001000 0.95333380
1290.00000000 0.00001000 0.99015318
1290.00000000 0.00001000 0.96694015
1290.00000000 0.00001000 0.99502123
1290.00000000 0.00001000 0.96568857
1290.00000000 0.00001000 0.98076037
1290.00000000 0.00001000 0.95891323
1290.00000000 0.00001000 0.98698154
1290.00000000 0.00001000 0.92863354
1290.00000000 0.00001000 0.92748951
1290.00000000 0.00001000 0.95153475
1290.00000000 0.00001000 0.96724041
1290.00000000 0.00001000 0.98559425
1290.00000000 0.00001000 0.98205361
1290.00000000 0.00001000 0.95052827
1290.00000000 0.00001000 0.97920974
1290.00000000 0.00001000 0.98062732
1290.00000000 0.00001000 0.95158525
1290.00000000 0.00001000 0.97425964
1290.00000000 0.00001000 0.97740530
1290.00000000 0.00001000 0.95403658
1290.00000000 0.00001000 0.99602668
1290.00000000 0.00001000 0.97345746
1290.00000000 0.00001000 0.98073217
1290.00000000 0.00001000 0.98946003
440.00000000 0.10000000 0.98819350
1290.00000000 0.10000000 0.97072546
1290.00000000 0.10000000 0.99574396
1290.00000000 0.10000000 0.95864748
1290.00000000 0.10000000 0.94230378
1290.00000000 0.10000000 0.96801404
1290.00000000 0.10000000 0.94818190
1290.00000000 0.10000000 0.99440949
1290.00000000 0.10000000 0.99308628
228.00000000 0.10000000 0.95474887
440.00000000 0.10000000 0.97663625
1290.00000000 0.10000000 0.95565916
228.00000000 0.10000000 0.96060895
440.00000000 0.10000000 0.97301134
1290.00000000 0.10000000 0.97740356
228.00000000 0.10000000 0.97779332
440.00000000 0.10000000 0.94234673
1290.00000000 0.10000000 0.98789755
228.00000000 0.10000000 0.96689488
440.00000000 0.10000000 0.99817231
1290.00000000 0.10000000 0.97827000
228.00000000 0.10000000 0.98817280
440.00000000 0.10000000 0.98522148
1290.00000000 0.10000000 0.97703786
440.00000000 0.10000000 0.96531927
1290.00000000 0.10000000 0.94566197
1290.00000000 0.10000000 0.96042642
1290.00000000 0.10000000 0.96516392
1290.00000000 0.10000000 0.93290797
1290.00000000 0.10000000 0.98894395
1290.00000000 0.10000000 0.96373294
1290.00000000 0.10000000 0.97948135
1290.00000000 0.10000000 0.93721506
1290.00000000 0.10000000 0.99210329
1290.00000000 0.10000000 0.92626965
1290.00000000 0.10000000 0.93122977
1290.00000000 0.10000000 0.97602724
1290.00000000 0.10000000 0.98450198
1290.00000000 0.10000000 0.99171827
1290.00000000 0.10000000 0.89591909
1290.00000000 0.10000000 0.98812042
1290.00000000 0.10000000 0.91520486
1290.00000000 0.10000000 0.94187859
1290.00000000 0.10000000 0.95409660
1290.00000000 0.10000000 0.94712235
1290.00000000 0.10000000 0.96728405
1290.00000000 0.10000000 0.96613748
1290.00000000 0.10000000 0.99183533
1290.00000000 0.10000000 0.91528047
1290.00000000 0.10000000 0.95010902
1290.00000000 0.10000000 0.96092642
1290.00000000 0.10000000 0.99859752
1290.00000000 0.10000000 0.93450919
1290.00000000 0.10000000 0.98679866
1290.00000000 0.10000000 0.97174448
1290.00000000 0.10000000 0.96703632
1290.00000000 0.10000000 0.94376560
1290.00000000 0.10000000 0.95119848
1290.00000000 0.10000000 0.96639777
1290.00000000 0.10000000 0.95933220
1290.00000000 0.07943282 0.98666247
440.00000000 0.06309573 0.93263681
440.00000000 0.03981072 0.95319892
440.00000000 0.02511886 0.97735498
440.00000000 0.01584893 0.94907700
440.00000000 0.01000000 0.99493724
228.00000000 0.01000000 0.92832363
440.00000000 0.01000000 0.99921831
228.00000000 0.01000000 0.95468214
440.00000000 0.01000000 0.99409352
228.00000000 0.01000000 0.99548720
440.00000000 0.01000000 0.99093915
228.00000000 0.01000000 0.95066263
440.00000000 0.01000000 0.99309108
228.00000000 0.01000000 0.99255102
440.00000000 0.01000000 0.97055193
440.00000000 0.01000000 0.98042198
1290.00000000 0.01000000 0.98342165
1290.00000000 0.01000000 0.96149916
1290.00000000 0.01000000 0.99276123
440.00000000 0.00630957 0.98890127
440.00000000 0.00398107 0.96030936
440.00000000 0.00251189 0.99347265
440.00000000 0.00158489 0.98582820
440.00000000 0.00100000 0.98582820
1290.00000000 0.00100000 0.99191766
1290.00000000 0.00100000 0.99071087
1290.00000000 0.00100000 0.97325232
1290.00000000 0.00100000 0.99116573
1290.00000000 0.00100000 0.93571755
1290.00000000 0.00100000 0.94857836
1290.00000000 0.00100000 0.92248609
1290.00000000 0.00100000 0.91721528
228.00000000 0.00100000 0.94976909
440.00000000 0.00100000 0.91453499
1290.00000000 0.00100000 0.93664688
228.00000000 0.00100000 0.95764168
440.00000000 0.00100000 0.99684410
228.00000000 0.00100000 0.99236108
440.00000000 0.00100000 0.96185834
1290.00000000 0.00100000 0.99258205
228.00000000 0.00100000 0.99035145
440.00000000 0.00100000 0.98321117
1290.00000000 0.00100000 0.90657042
228.00000000 0.00100000 0.95166133
440.00000000 0.00100000 0.95165802
440.00000000 0.00100000 0.98175815
1290.00000000 0.00100000 0.99459023
1290.00000000 0.00100000 0.96120177
1290.00000000 0.00100000 0.92597526
1290.00000000 0.00100000 0.91710520
1290.00000000 0.00100000 0.96690754
1290.00000000 0.00100000 0.99455861
1290.00000000 0.00100000 0.93932474
1290.00000000 0.00100000 0.93017911
1290.00000000 0.00100000 0.97516400
1290.00000000 0.00100000 0.96796482
1290.00000000 0.00100000 0.99633516
1290.00000000 0.00100000 0.96319936
1290.00000000 0.00100000 0.96384924
1290.00000000 0.00100000 0.94617396
1290.00000000 0.00100000 0.98885115
1290.00000000 0.00100000 0.92734766
1290.00000000 0.00100000 0.95221496
1290.00000000 0.00100000 0.96303780
1290.00000000 0.00100000 0.98750521
1290.00000000 0.00100000 0.97835277
1290.00000000 0.00100000 0.98316836
1290.00000000 0.00100000 0.96570543
1290.00000000 0.00100000 0.98043240
1290.00000000 0.00100000 0.94502450
1290.00000000 0.00100000 0.97136253
1290.00000000 0.00100000 0.92023879
1290.00000000 0.00100000 0.91051548
1290.00000000 0.00100000 0.95672928
1290.00000000 0.00100000 0.99081965
1290.00000000 0.00100000 0.97915746
1290.00000000 0.00100000 0.98033156
440.00000000 0.00031623 0.97941482
440.00000000 0.00010000 0.97498837
228.00000000 0.00010000 0.96293422
228.00000000 0.00010000 0.95764168
228.00000000 0.00010000 0.99236108
228.00000000 0.00010000 0.99035145
228.00000000 0.00010000 0.95166133
1290.00000000 0.00010000 0.98559425
1290.00000000 0.00010000 0.98205361
1290.00000000 0.00010000 0.97409764
440.00000000 0.00003162 0.97498837
440.00000000 0.00001000 0.97498837
1290.00000000 0.00001000 0.96273458
1290.00000000 0.00001000 0.98149557
1290.00000000 0.00001000 0.96868491
1290.00000000 0.00001000 0.95539727
1290.00000000 0.00001000 0.93432209
1290.00000000 0.00001000 0.96932779
1290.00000000 0.00001000 0.95538561
1290.00000000 0.00001000 0.93046629
1290.00000000 0.00001000 0.93746644
1290.00000000 0.00001000 0.93807769
1290.00000000 0.00001000 0.98467165
1290.00000000 0.00001000 0.89254448
1290.00000000 0.00001000 0.98910893
1290.00000000 0.00001000 0.98325251
1290.00000000 0.00001000 0.98677020
1290.00000000 0.00001000 0.92597526
1290.00000000 0.00001000 0.95279217
1290.00000000 0.00001000 0.90557803
1290.00000000 0.00001000 0.95333380
1290.00000000 0.00001000 0.99015318
1290.00000000 0.00001000 0.96694015
1290.00000000 0.00001000 0.99502123
1290.00000000 0.00001000 0.96568857
1290.00000000 0.00001000 0.98076037
1290.00000000 0.00001000 0.95891323
1290.00000000 0.00001000 0.98698154
1290.00000000 0.00001000 0.92863354
1290.00000000 0.00001000 0.92748951
1290.00000000 0.00001000 0.95153475
1290.00000000 0.00001000 0.96724041
1290.00000000 0.00001000 0.98559425
1290.00000000 0.00001000 0.98205361
1290.00000000 0.00001000 0.95052827
1290.00000000 0.00001000 0.97920974
1290.00000000 0.00001000 0.98062732
1290.00000000 0.00001000 0.95158525
1290.00000000 0.00001000 0.97425964
1290.00000000 0.00001000 0.97740530
1290.00000000 0.00001000 0.95403658
1290.00000000 0.00001000 0.99602668
1290.00000000 0.00001000 0.97345746
1290.00000000 0.00001000 0.98073217
1290.00000000 0.00001000 0.98946003
440.00000000 0.10000000 0.98819350
1290.00000000 0.10000000 0.97072546
1290.00000000 0.10000000 0.99574396
1290.00000000 0.10000000 0.95864748
1290.00000000 0.10000000 0.94230378
1290.00000000 0.10000000 0.96801404
1290.00000000 0.10000000 0.94818190
1290.00000000 0.10000000 0.99440949
1290.00000000 0.10000000 0.99308628
228.00000000 0.10000000 0.95474887
440.00000000 0.10000000 0.97663625
1290.00000000 0.10000000 0.95565916
228.00000000 0.10000000 0.96060895
440.00000000 0.10000000 0.97301134
1290.00000000 0.10000000 0.97740356
228.00000000 0.10000000 0.97779332
440.00000000 0.10000000 0.94234673
1290.00000000 0.10000000 0.98789755
228.00000000 0.10000000 0.96689488
440.00000000 0.10000000 0.99817231
1290.00000000 0.10000000 0.97827000
228.00000000 0.10000000 0.98817280
440.00000000 0.10000000 0.98522148
1290.00000000 0.10000000 0.97703786
440.00000000 0.10000000 0.96531927
1290.00000000 0.10000000 0.94566197
1290.00000000 0.10000000 0.96042642
1290.00000000 0.10000000 0.96516392
1290.00000000 0.10000000 0.93290797
1290.00000000 0.10000000 0.98894395
1290.00000000 0.10000000 0.96373294
1290.00000000 0.10000000 0.97948135
1290.00000000 0.10000000 0.93721506
1290.00000000 0.10000000 0.99210329
1290.00000000 0.10000000 0.92626965
1290.00000000 0.10000000 0.93122977
1290.00000000 0.10000000 0.97602724
1290.00000000 0.10000000 0.98450198
1290.00000000 0.10000000 0.99171827
1290.00000000 0.10000000 0.89591909
1290.00000000 0.10000000 0.98812042
1290.00000000 0.10000000 0.91520486
1290.00000000 0.10000000 0.94187859
1290.00000000 0.10000000 0.95409660
1290.00000000 0.10000000 0.94712235
1290.00000000 0.10000000 0.96728405
1290.00000000 0.10000000 0.96613748
1290.00000000 0.10000000 0.99183533
1290.00000000 0.10000000 0.91528047
1290.00000000 0.10000000 0.95010902
1290.00000000 0.10000000 0.96092642
1290.00000000 0.10000000 0.99859752
1290.00000000 0.10000000 0.93450919
1290.00000000 0.10000000 0.98679866
1290.00000000 0.10000000 0.97174448
1290.00000000 0.10000000 0.96703632
1290.00000000 0.10000000 0.94376560
1290.00000000 0.10000000 0.95119848
1290.00000000 0.10000000 0.96639777
1290.00000000 0.10000000 0.95933220
1290.00000000 0.07943282 0.98666247
440.00000000 0.06309573 0.93263681
440.00000000 0.03981072 0.95319892
440.00000000 0.02511886 0.97735498
440.00000000 0.01584893 0.94907700
440.00000000 0.01000000 0.99493724
228.00000000 0.01000000 0.92832363
440.00000000 0.01000000 0.99921831
228.00000000 0.01000000 0.95468214
440.00000000 0.01000000 0.99409352
228.00000000 0.01000000 0.99548720
440.00000000 0.01000000 0.99093915
228.00000000 0.01000000 0.95066263
440.00000000 0.01000000 0.99309108
228.00000000 0.01000000 0.99255102
440.00000000 0.01000000 0.97055193
440.00000000 0.01000000 0.98042198
1290.00000000 0.01000000 0.98342165
1290.00000000 0.01000000 0.96149916
1290.00000000 0.01000000 0.99276123
440.00000000 0.00630957 0.98890127
440.00000000 0.00398107 0.96030936
440.00000000 0.00251189 0.99347265
440.00000000 0.00158489 0.98582820
440.00000000 0.00100000 0.98582820
1290.00000000 0.00100000 0.99191766
1290.00000000 0.00100000 0.99071087
1290.00000000 0.00100000 0.97325232
1290.00000000 0.00100000 0.99116573
1290.00000000 0.00100000 0.93571755
1290.00000000 0.00100000 0.94857836
1290.00000000 0.00100000 0.92248609
1290.00000000 0.00100000 0.91721528
228.00000000 0.00100000 0.94976909
440.00000000 0.00100000 0.91453499
1290.00000000 0.00100000 0.93664688
228.00000000 0.00100000 0.95764168
440.00000000 0.00100000 0.99684410
228.00000000 0.00100000 0.99236108
440.00000000 0.00100000 0.96185834
1290.00000000 0.00100000 0.99258205
228.00000000 0.00100000 0.99035145
440.00000000 0.00100000 0.98321117
1290.00000000 0.00100000 0.90657042
228.00000000 0.00100000 0.95166133
440.00000000 0.00100000 0.95165802
440.00000000 0.00100000 0.98175815
1290.00000000 0.00100000 0.99459023
1290.00000000 0.00100000 0.96120177
1290.00000000 0.00100000 0.92597526
1290.00000000 0.00100000 0.91710520
1290.00000000 0.00100000 0.96690754
1290.00000000 0.00100000 0.99455861
1290.00000000 0.00100000 0.93932474
1290.00000000 0.00100000 0.93017911
1290.00000000 0.00100000 0.97516400
1290.00000000 0.00100000 0.96796482
1290.00000000 0.00100000 0.99633516
1290.00000000 0.00100000 0.96319936
1290.00000000 0.00100000 0.96384924
1290.00000000 0.00100000 0.94617396
1290.00000000 0.00100000 0.98885115
1290.00000000 0.00100000 0.92734766
1290.00000000 0.00100000 0.95221496
1290.00000000 0.00100000 0.96303780
1290.00000000 0.00100000 0.98750521
1290.00000000 0.00100000 0.97835277
1290.00000000 0.00100000 0.98316836
1290.00000000 0.00100000 0.96570543
1290.00000000 0.00100000 0.98043240
1290.00000000 0.00100000 0.94502450
1290.00000000 0.00100000 0.97136253
1290.00000000 0.00100000 0.92023879
1290.00000000 0.00100000 0.91051548
1290.00000000 0.00100000 0.95672928
1290.00000000 0.00100000 0.99081965
1290.00000000 0.00100000 0.97915746
1290.00000000 0.00100000 0.98033156
440.00000000 0.00031623 0.97941482
440.00000000 0.00010000 0.97498837
228.00000000 0.00010000 0.96293422
228.00000000 0.00010000 0.95764168
228.00000000 0.00010000 0.99236108
228.00000000 0.00010000 0.99035145
228.00000000 0.00010000 0.95166133
1290.00000000 0.00010000 0.98559425
1290.00000000 0.00010000 0.98205361
1290.00000000 0.00010000 0.97409764
440.00000000 0.00003162 0.97498837
440.00000000 0.00001000 0.97498837
1290.00000000 0.00001000 0.96273458
1290.00000000 0.00001000 0.98149557
1290.00000000 0.00001000 0.96868491
1290.00000000 0.00001000 0.95539727
1290.00000000 0.00001000 0.93432209
1290.00000000 0.00001000 0.96932779
1290.00000000 0.00001000 0.95538561
1290.00000000 0.00001000 0.93046629
1290.00000000 0.00001000 0.93746644
1290.00000000 0.00001000 0.93807769
1290.00000000 0.00001000 0.98467165
1290.00000000 0.00001000 0.89254448
1290.00000000 0.00001000 0.98910893
1290.00000000 0.00001000 0.98325251
1290.00000000 0.00001000 0.98677020
1290.00000000 0.00001000 0.92597526
1290.00000000 0.00001000 0.95279217
1290.00000000 0.00001000 0.90557803
1290.00000000 0.00001000 0.95333380
1290.00000000 0.00001000 0.99015318
1290.00000000 0.00001000 0.96694015
1290.00000000 0.00001000 0.99502123
1290.00000000 0.00001000 0.96568857
1290.00000000 0.00001000 0.98076037
1290.00000000 0.00001000 0.95891323
1290.00000000 0.00001000 0.98698154
1290.00000000 0.00001000 0.92863354
1290.00000000 0.00001000 0.92748951
1290.00000000 0.00001000 0.95153475
1290.00000000 0.00001000 0.96724041
1290.00000000 0.00001000 0.98559425
1290.00000000 0.00001000 0.98205361
1290.00000000 0.00001000 0.95052827
1290.00000000 0.00001000 0.97920974
1290.00000000 0.00001000 0.98062732
1290.00000000 0.00001000 0.95158525
1290.00000000 0.00001000 0.97425964
1290.00000000 0.00001000 0.97740530
1290.00000000 0.00001000 0.95403658
1290.00000000 0.00001000 0.99602668
1290.00000000 0.00001000 0.97345746
1290.00000000 0.00001000 0.98073217
1290.00000000 0.00001000 0.98946003
